"site_id","site_name","water_year","year","month","date","monthly_sum","monthly_mean","annual_sum","annual_mean"
"10109001","Logan Utah",1922,1921,10,1921-10-16,178.622668302336,5.76202155813987,3430.47269723443,9.39855533488886
"10109001","Logan Utah",1922,1921,11,1921-11-15,139.687004238336,4.6562334746112,3430.47269723443,9.39855533488886
"10109001","Logan Utah",1922,1921,12,1921-12-16,141.499282420224,4.56449298129755,3430.47269723443,9.39855533488886
"10109001","Logan Utah",1922,1922,1,1922-01-16,124.707392391168,4.02281910939252,3430.47269723443,9.39855533488886
"10109001","Logan Utah",1922,1922,2,1922-02-14,106.103224180224,3.78940086357943,3430.47269723443,9.39855533488886
"10109001","Logan Utah",1922,1922,3,1922-03-16,126.208185260544,4.07123178259819,3430.47269723443,9.39855533488886
"10109001","Logan Utah",1922,1922,4,1922-04-15,185.673563103744,6.1891187701248,3430.47269723443,9.39855533488886
"10109001","Logan Utah",1922,1922,5,1922-05-16,720.635428919808,23.2463041587035,3430.47269723443,9.39855533488886
"10109001","Logan Utah",1922,1922,6,1922-06-15,861.313522788864,28.7104507596288,3430.47269723443,9.39855533488886
"10109001","Logan Utah",1922,1922,7,1922-07-16,385.788717969408,12.4447973538519,3430.47269723443,9.39855533488886
"10109001","Logan Utah",1922,1922,8,1922-08-16,253.407460151808,8.17443419844542,3430.47269723443,9.39855533488886
"10109001","Logan Utah",1922,1922,9,1922-09-15,206.826247507968,6.8942082502656,3430.47269723443,9.39855533488886
"10109001","Logan Utah",1923,1922,10,1922-10-16,167.522464438272,5.40395046575071,3275.57954637619,8.97419053801697
"10109001","Logan Utah",1923,1922,11,1922-11-15,121.252737106944,4.0417579035648,3275.57954637619,8.97419053801697
"10109001","Logan Utah",1923,1922,12,1922-12-16,109.416295231488,3.52955791069316,3275.57954637619,8.97419053801697
"10109001","Logan Utah",1923,1923,1,1923-01-16,118.08125028864,3.80907258995613,3275.57954637619,8.97419053801697
"10109001","Logan Utah",1923,1923,2,1923-02-14,90.47232486144,3.23115445933714,3275.57954637619,8.97419053801697
"10109001","Logan Utah",1923,1923,3,1923-03-16,97.26836804352,3.13768929172645,3275.57954637619,8.97419053801697
"10109001","Logan Utah",1923,1923,4,1923-04-15,223.13675114496,7.437891704832,3275.57954637619,8.97419053801697
"10109001","Logan Utah",1923,1923,5,1923-05-16,855.820054550016,27.6070985338715,3275.57954637619,8.97419053801697
"10109001","Logan Utah",1923,1923,6,1923-06-15,708.176016419328,23.6058672139776,3275.57954637619,8.97419053801697
"10109001","Logan Utah",1923,1923,7,1923-07-16,403.203578623488,13.0065670523706,3275.57954637619,8.97419053801697
"10109001","Logan Utah",1923,1923,8,1923-08-16,221.86249304832,7.15685461446194,3275.57954637619,8.97419053801697
"10109001","Logan Utah",1923,1923,9,1923-09-15,159.367212619776,5.3122404206592,3275.57954637619,8.97419053801697
"10109001","Logan Utah",1924,1923,10,1923-10-16,178.905836768256,5.77115602478245,2466.65218978253,6.73948685732931
"10109001","Logan Utah",1924,1923,11,1923-11-15,157.498300744704,5.2499433581568,2466.65218978253,6.73948685732931
"10109001","Logan Utah",1924,1923,12,1923-12-16,133.825416993792,4.31694893528361,2466.65218978253,6.73948685732931
"10109001","Logan Utah",1924,1924,1,1924-01-16,129.804424777728,4.18723950895897,2466.65218978253,6.73948685732931
"10109001","Logan Utah",1924,1924,2,1924-02-15,112.644415742976,3.88429019803366,2466.65218978253,6.73948685732931
"10109001","Logan Utah",1924,1924,3,1924-03-16,105.253718782464,3.39528125104723,2466.65218978253,6.73948685732931
"10109001","Logan Utah",1924,1924,4,1924-04-15,275.268065720832,9.1756021906944,2466.65218978253,6.73948685732931
"10109001","Logan Utah",1924,1924,5,1924-05-16,593.407837181952,19.142188296192,2466.65218978253,6.73948685732931
"10109001","Logan Utah",1924,1924,6,1924-06-15,305.39719049472,10.179906349824,2466.65218978253,6.73948685732931
"10109001","Logan Utah",1924,1924,7,1924-07-16,197.65158921216,6.37585771652129,2466.65218978253,6.73948685732931
"10109001","Logan Utah",1924,1924,8,1924-08-16,151.21196080128,4.87780518713807,2466.65218978253,6.73948685732931
"10109001","Logan Utah",1924,1924,9,1924-09-15,125.783432561664,4.1927810853888,2466.65218978253,6.73948685732931
